transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs
1243,2023-12-08,17:11:00,4,Female,47,Electronics,3,300,138
1281,2023-03-14,19:34:00,4,Female,29,Beauty,4,500,165
1489,2023-04-28,18:30:00,2,Male,44,Electronics,1,30,10.5
1491,2023-05-26,22:14:00,107,Female,60,Electronics,3,300,129
1729,2023-11-22,18:55:00,82,Male,29,Clothing,4,300,81
1822,2023-09-09,17:15:00,15,Female,52,Beauty,3,50,21
840,2023-07-01,18:59:00,60,Male,62,Clothing,2,25,11.75
1840,2023-05-12,20:22:00,138,Male,62,Clothing,2,25,11
404,2023-02-13,19:55:00,59,Male,46,Electronics,2,500,160
899,2023-05-22,21:34:00,147,Male,26,Clothing,2,300,153
990,2023-03-29,21:45:00,68,Female,58,Beauty,2,500,235
1404,2023-08-20,18:15:00,155,Male,46,Electronics,2,500,185
1899,2023-05-03,21:03:00,51,Male,26,Clothing,2,300,99
1990,2023-11-22,17:02:00,48,Female,58,Beauty,2,500,155
382,2023-07-14,21:20:00,29,Female,53,Clothing,2,500,245
578,2023-12-05,22:42:00,68,Female,54,Clothing,4,30,9.3
923,2023-06-10,17:20:00,62,Male,32,Beauty,3,300,165
1382,2023-05-20,18:13:00,139,Female,53,Clothing,2,500,185
1578,2023-11-20,18:43:00,66,Female,54,Clothing,4,30,12
1923,2022-04-03,17:38:00,74,Male,32,Beauty,3,300,159
307,2022-11-11,22:54:00,32,Female,26,Electronics,2,25,8.5
561,2022-07-29,17:04:00,34,Female,64,Clothing,4,500,250
651,2023-09-28,21:02:00,30,Male,51,Clothing,3,50,26
1307,2022-01-29,22:11:00,68,Female,26,Electronics,2,25,11.75
1561,2023-09-17,19:38:00,16,Female,64,Clothing,4,500,170
1651,2022-12-04,21:29:00,155,Male,51,Clothing,3,50,23.5
988,2022-08-05,18:41:00,85,Female,63,Clothing,3,25,8
1988,2023-11-30,18:47:00,144,Female,63,Clothing,3,25,7.25
67,2023-08-19,20:19:00,119,Female,48,Beauty,4,300,129
1067,2023-10-03,17:01:00,105,Female,48,Beauty,4,300,129
915,2023-10-11,19:06:00,95,Female,26,Beauty,3,30,12.9
985,2023-06-13,22:33:00,113,Female,19,Electronics,2,25,9
1915,2023-07-10,22:50:00,53,Female,26,Beauty,3,30,9.3
1985,2023-03-31,20:15:00,113,Female,19,Electronics,2,25,9.75
56,2022-12-27,19:37:00,97,Female,26,Clothing,3,300,120
159,2022-11-10,21:30:00,42,Male,26,Clothing,4,50,23.5
862,2022-12-11,21:37:00,29,Male,28,Electronics,4,300,78
1056,2022-04-17,19:46:00,54,Female,26,Clothing,3,300,114
1159,2023-04-02,18:08:00,41,Male,26,Clothing,4,50,18
1862,2022-02-06,22:50:00,64,Male,28,Electronics,4,300,165
315,2023-07-03,18:53:00,122,Male,47,Clothing,2,30,15
545,2023-12-19,17:18:00,61,Male,27,Clothing,2,25,8.25
902,2022-02-14,17:16:00,108,Female,54,Beauty,1,50,21.5
1315,2022-08-31,20:52:00,14,Male,47,Clothing,2,30,12.9
1545,2023-07-15,18:21:00,16,Male,27,Clothing,2,25,8.25
1902,2022-12-21,17:12:00,97,Female,54,Beauty,1,50,14
170,2023-09-21,20:46:00,125,Female,25,Clothing,2,25,12.5
685,2023-07-04,22:15:00,90,Male,57,Electronics,2,25,7.75
958,2022-01-01,21:14:00,116,Male,62,Electronics,2,25,11
1170,2023-01-06,17:13:00,96,Female,25,Clothing,2,25,8
1685,2022-04-20,20:32:00,76,Male,57,Electronics,2,25,8.75
1958,2022-11-27,19:19:00,125,Male,62,Electronics,2,25,11.75
363,2022-05-23,22:51:00,92,Male,64,Beauty,1,25,13.5
394,2022-08-19,19:27:00,105,Female,27,Clothing,1,500,165
537,2023-10-01,18:07:00,98,Female,21,Beauty,1,500,275
1363,2023-07-04,20:27:00,33,Male,64,Beauty,1,25,7.75
1394,2022-04-17,20:06:00,14,Female,27,Clothing,1,500,250
1537,2022-11-29,17:57:00,116,Female,21,Beauty,1,500,140
387,2023-01-26,21:58:00,118,Male,44,Beauty,1,30,9
556,2022-02-05,17:37:00,42,Female,18,Electronics,1,50,12.5
782,2022-04-13,21:51:00,71,Male,59,Clothing,3,300,150
906,2022-07-19,17:55:00,6,Female,20,Clothing,1,50,17
1387,2022-07-26,17:48:00,37,Male,44,Beauty,1,30,15.6
1556,2023-05-17,19:13:00,35,Female,18,Electronics,1,50,22.5
1782,2023-04-07,20:23:00,116,Male,59,Clothing,3,300,141
1906,2022-10-01,20:10:00,58,Female,20,Clothing,1,50,26.5
560,2023-10-23,22:51:00,7,Female,25,Electronics,1,50,19
944,2022-08-23,20:22:00,136,Male,44,Clothing,2,25,12
1560,2022-11-13,17:16:00,91,Female,25,Electronics,1,50,18.5
1944,2023-07-18,21:08:00,63,Male,44,Clothing,2,25,6.5
481,2023-07-13,17:12:00,48,Female,43,Electronics,4,300,114
867,2022-07-24,22:40:00,152,Male,21,Electronics,1,500,185
882,2023-10-22,21:41:00,144,Female,64,Electronics,2,25,13.25
961,2023-03-22,22:36:00,86,Male,53,Beauty,4,50,23
1481,2023-11-09,17:22:00,20,Female,43,Electronics,4,300,114
1867,2023-05-16,19:55:00,144,Male,21,Electronics,1,500,190
1882,2023-06-21,20:56:00,15,Female,64,Electronics,2,25,9
1961,2022-05-15,21:17:00,95,Male,53,Beauty,4,50,20.5
187,2022-02-20,20:19:00,88,Female,64,Clothing,2,50,21
446,2022-11-02,19:57:00,104,Male,21,Electronics,1,50,13
1187,2023-07-07,17:05:00,52,Female,64,Clothing,2,50,12.5
1446,2022-01-23,18:55:00,155,Male,21,Electronics,1,50,23.5
539,2023-11-30,18:13:00,135,Male,25,Beauty,1,500,205
587,2023-09-04,19:00:00,91,Female,40,Beauty,4,300,99
1539,2022-12-06,21:52:00,96,Male,25,Beauty,1,500,170
1587,2022-11-05,20:06:00,140,Female,40,Beauty,4,300,105
212,2023-10-12,18:13:00,105,Male,21,Clothing,3,500,215
765,2022-10-16,19:03:00,77,Male,43,Clothing,4,50,12.5
769,2022-09-09,18:57:00,18,Female,31,Electronics,4,30,10.2
1212,2022-03-16,18:05:00,142,Male,21,Clothing,3,500,265
1765,2022-10-18,22:49:00,13,Male,43,Clothing,4,50,16
1769,2023-10-08,22:50:00,116,Female,31,Electronics,4,30,9.3
321,2023-09-24,19:53:00,30,Female,26,Electronics,2,25,9.5
356,2023-08-27,18:35:00,71,Male,50,Electronics,3,500,255
510,2023-05-29,17:04:00,14,Female,39,Beauty,4,50,13
534,2023-04-27,22:30:00,112,Male,45,Clothing,2,500,140
1321,2023-04-23,22:54:00,155,Female,26,Electronics,2,25,10.5
1356,2023-12-18,21:31:00,11,Male,50,Electronics,3,500,245
1510,2022-11-20,18:21:00,124,Female,39,Beauty,4,50,19
1534,2022-06-13,19:44:00,72,Male,45,Clothing,2,500,270
104,2022-06-09,22:58:00,129,Female,34,Beauty,2,500,190
110,2022-11-18,17:28:00,149,Male,27,Clothing,3,300,99
352,2023-07-28,17:55:00,54,Male,57,Electronics,2,500,175
365,2023-02-23,22:12:00,151,Male,31,Clothing,1,300,93
887,2022-02-24,19:20:00,44,Male,59,Clothing,4,25,10
1104,2022-07-11,20:13:00,70,Female,34,Beauty,2,500,150
1110,2022-10-26,19:14:00,62,Male,27,Clothing,3,300,114
1352,2023-10-19,17:40:00,14,Male,57,Electronics,2,500,260
1365,2023-11-08,20:22:00,18,Male,31,Clothing,1,300,156
1887,2023-12-11,19:34:00,113,Male,59,Clothing,4,25,10
629,2023-01-05,19:55:00,39,Male,62,Electronics,2,25,8
1629,2022-02-17,20:18:00,144,Male,62,Electronics,2,25,10.75
655,2022-10-31,18:43:00,19,Female,55,Clothing,1,500,210
1655,2023-05-28,17:57:00,8,Female,55,Clothing,1,500,125
567,2023-05-08,19:53:00,5,Female,25,Clothing,3,300,144
1567,2023-04-07,17:10:00,76,Female,25,Clothing,3,300,162
182,2023-06-21,19:27:00,27,Male,62,Beauty,4,30,10.2
819,2023-08-15,21:59:00,111,Female,35,Beauty,2,50,26
1182,2023-01-03,21:26:00,14,Male,62,Beauty,4,30,12.9
1819,2022-11-05,20:44:00,83,Female,35,Beauty,2,50,13.5
100,2022-02-08,19:34:00,21,Male,41,Electronics,1,30,9.3
833,2023-05-09,18:39:00,85,Male,42,Beauty,4,50,24.5
1100,2023-01-20,18:15:00,136,Male,41,Electronics,1,30,13.2
1833,2022-01-30,17:20:00,56,Male,42,Beauty,4,50,18
542,2023-06-01,18:41:00,50,Female,20,Beauty,1,50,24
723,2022-07-14,21:57:00,120,Female,54,Beauty,4,50,20.5
726,2022-06-05,19:37:00,72,Male,47,Clothing,4,300,126
1542,2023-05-17,20:30:00,147,Female,20,Beauty,1,50,14.5
1723,2022-02-10,17:43:00,40,Female,54,Beauty,4,50,18
1726,2023-06-26,18:12:00,13,Male,47,Clothing,4,300,93
488,2022-07-05,17:28:00,26,Female,51,Electronics,3,300,123
1488,2022-11-12,19:24:00,9,Female,51,Electronics,3,300,126
239,2022-09-19,19:34:00,1,Male,38,Electronics,3,500,165
498,2022-03-22,22:20:00,41,Female,50,Clothing,4,25,8.25
532,2022-08-15,18:04:00,92,Female,64,Clothing,4,30,12.9
669,2022-01-23,20:24:00,110,Male,24,Beauty,4,300,87
877,2022-10-01,19:52:00,134,Female,58,Clothing,1,25,6.75
1239,2022-07-08,20:42:00,134,Male,38,Electronics,3,500,255
1498,2022-08-29,17:08:00,51,Female,50,Clothing,4,25,12.5
1532,2022-03-23,22:48:00,51,Female,64,Clothing,4,30,15.6
1669,2022-08-04,22:28:00,83,Male,24,Beauty,4,300,123
1877,2023-01-25,20:19:00,72,Female,58,Clothing,1,25,10.5
422,2022-08-21,22:34:00,67,Female,28,Clothing,3,30,13.2
466,2023-01-11,21:52:00,66,Male,63,Electronics,4,25,13.75
1422,2022-05-07,20:41:00,35,Female,28,Clothing,3,30,13.5
1466,2023-01-16,22:27:00,64,Male,63,Electronics,4,25,10.75
583,2022-01-28,19:44:00,131,Female,24,Electronics,4,25,7.75
654,2023-08-14,17:40:00,92,Male,42,Clothing,3,25,9.25
1583,2023-11-12,22:54:00,102,Female,24,Electronics,4,25,13
1654,2023-10-13,20:47:00,111,Male,42,Clothing,3,25,6.25
40,2022-06-07,21:33:00,78,Male,45,Beauty,1,50,24.5
699,2022-11-21,22:21:00,129,Female,37,Clothing,4,30,16.2
727,2023-11-15,18:37:00,32,Male,55,Beauty,3,300,105
830,2022-09-29,20:19:00,77,Female,64,Clothing,3,50,18.5
1040,2023-12-12,21:24:00,112,Male,45,Beauty,1,50,21
1699,2023-07-29,21:45:00,23,Female,37,Clothing,4,30,12.9
1727,2023-08-08,21:06:00,72,Male,55,Beauty,3,300,75
1830,2023-03-04,18:04:00,87,Female,64,Clothing,3,50,21
224,2022-11-11,21:32:00,99,Female,25,Clothing,1,50,24
271,2023-09-12,18:23:00,44,Female,62,Beauty,4,30,9.3
1224,2022-01-20,17:10:00,103,Female,25,Clothing,1,50,20
1271,2022-01-19,19:31:00,27,Female,62,Beauty,4,30,9
36,2023-02-22,22:06:00,40,Male,52,Beauty,3,300,144
157,2022-05-15,21:59:00,98,Male,62,Electronics,4,500,170
796,2022-10-01,19:50:00,38,Male,43,Beauty,4,30,7.8
839,2023-11-11,21:02:00,130,Female,20,Electronics,4,300,96
927,2022-02-21,17:13:00,83,Male,43,Electronics,4,500,250
1036,2022-08-17,18:03:00,121,Male,52,Beauty,3,300,117
1157,2022-12-23,21:24:00,81,Male,62,Electronics,4,500,270
1796,2023-11-12,18:36:00,69,Male,43,Beauty,4,30,11.1
1839,2022-08-28,21:57:00,92,Female,20,Electronics,4,300,156
1927,2023-09-06,19:44:00,46,Male,43,Electronics,4,500,180
407,2022-07-16,22:17:00,117,Female,46,Electronics,3,300,138
1407,2022-04-10,19:41:00,54,Female,46,Electronics,3,300,120
46,2022-11-08,17:50:00,54,Female,20,Electronics,4,300,84
509,2023-07-10,19:35:00,70,Female,37,Electronics,3,300,141
874,2022-01-17,18:14:00,90,Male,60,Beauty,1,30,12.6
1046,2023-07-21,21:47:00,5,Female,20,Electronics,4,300,156
1509,2022-11-25,20:40:00,67,Female,37,Electronics,3,300,129
1874,2022-05-14,20:58:00,126,Male,60,Beauty,1,30,12.6
788,2022-06-20,18:54:00,90,Female,52,Beauty,3,300,105
1788,2022-05-03,20:35:00,98,Female,52,Beauty,3,300,150
378,2022-11-03,18:16:00,81,Male,50,Beauty,1,300,165
1378,2022-04-28,21:56:00,27,Male,50,Beauty,1,300,132
480,2022-12-22,22:12:00,126,Female,42,Beauty,4,500,225
492,2023-12-16,17:52:00,4,Male,61,Beauty,4,25,6.5
737,2023-03-23,21:11:00,26,Female,33,Clothing,1,50,14
1480,2023-11-26,18:05:00,3,Female,42,Beauty,4,500,165
1492,2023-08-26,22:09:00,146,Male,61,Beauty,4,25,10
1737,2022-11-14,22:32:00,40,Female,33,Clothing,1,50,14
684,2023-06-20,18:02:00,54,Female,28,Clothing,2,500,225
878,2023-10-26,18:53:00,31,Female,20,Clothing,1,30,11.7
1684,2023-01-23,21:40:00,43,Female,28,Clothing,2,500,200
1878,2023-01-24,22:56:00,97,Female,20,Clothing,1,30,7.5
78,2023-02-17,21:08:00,68,Female,47,Clothing,3,500,265
260,2023-01-19,21:09:00,107,Male,28,Beauty,2,30,10.5
455,2023-11-21,19:15:00,134,Male,31,Electronics,4,25,13.25
837,2023-01-15,20:35:00,53,Male,18,Beauty,3,30,7.5
1078,2023-05-04,22:20:00,16,Female,47,Clothing,3,500,125
1260,2023-07-19,17:26:00,117,Male,28,Beauty,2,30,13.5
1455,2022-08-27,21:35:00,32,Male,31,Electronics,4,25,13.75
1837,2023-03-29,20:45:00,32,Male,18,Beauty,3,30,8.1
45,2022-03-20,18:27:00,121,Female,55,Electronics,1,30,10.5
449,2022-01-03,18:28:00,58,Male,25,Electronics,4,50,26.5
1045,2022-02-26,17:28:00,110,Female,55,Electronics,1,30,9.9
1449,2022-04-26,18:42:00,12,Male,25,Electronics,4,50,23.5
904,2022-04-01,20:26:00,43,Male,28,Clothing,1,500,160
1904,2022-11-25,19:41:00,117,Male,28,Clothing,1,500,220
59,2022-11-14,18:28:00,61,Male,62,Clothing,1,50,27
128,2022-12-21,22:22:00,77,Male,25,Beauty,1,500,180
186,2022-03-31,18:15:00,92,Male,20,Clothing,4,50,23.5
802,2023-09-22,18:00:00,57,Female,46,Beauty,1,30,9.9
1059,2022-07-12,22:05:00,89,Male,62,Clothing,1,50,12.5
1128,2022-01-04,17:35:00,60,Male,25,Beauty,1,500,135
1186,2023-09-10,18:24:00,5,Male,20,Clothing,4,50,18.5
1802,2022-07-13,22:17:00,33,Female,46,Beauty,1,30,9.6
75,2023-05-15,20:51:00,110,Male,61,Beauty,4,50,13.5
447,2023-04-18,17:57:00,37,Male,22,Beauty,4,500,245
528,2023-12-11,21:51:00,102,Female,36,Clothing,2,30,9.6
1075,2022-09-14,19:17:00,92,Male,61,Beauty,4,50,21.5
1447,2022-05-30,22:21:00,137,Male,22,Beauty,4,500,155
1528,2023-07-06,19:44:00,126,Female,36,Clothing,2,30,12.3
759,2023-05-23,21:21:00,75,Male,49,Electronics,2,50,21.5
870,2022-04-11,19:41:00,16,Female,46,Electronics,4,30,11.1
1759,2022-11-03,17:27:00,102,Male,49,Electronics,2,50,23
1870,2023-11-09,20:38:00,119,Female,46,Electronics,4,30,10.5
77,2022-04-07,20:45:00,44,Female,47,Clothing,2,50,24
381,2022-01-30,19:05:00,63,Female,44,Clothing,4,25,12.25
439,2022-05-06,21:46:00,42,Male,50,Clothing,3,25,11.75
792,2023-01-04,22:50:00,4,Female,20,Beauty,1,50,26.5
1077,2022-12-16,18:45:00,141,Female,47,Clothing,2,50,15
1381,2022-10-26,17:26:00,48,Female,44,Clothing,4,25,7.75
1439,2023-11-18,20:53:00,76,Male,50,Clothing,3,25,7.25
1792,2023-08-26,17:37:00,88,Female,20,Beauty,1,50,26.5
176,2023-05-26,18:15:00,53,Female,43,Beauty,2,50,25.5
216,2022-11-04,17:28:00,141,Male,62,Electronics,2,50,26.5
1176,2023-01-04,20:33:00,34,Female,43,Beauty,2,50,21
1216,2023-03-01,22:53:00,23,Male,62,Electronics,2,50,13
772,2023-04-14,21:47:00,25,Male,26,Electronics,1,30,16.2
1772,2022-02-03,19:06:00,59,Male,26,Electronics,1,30,13.2
53,2022-01-06,17:57:00,32,Male,34,Electronics,2,50,22
1053,2023-02-10,21:13:00,40,Male,34,Electronics,2,50,20.5
43,2023-03-18,21:42:00,118,Female,48,Clothing,1,300,111
71,2023-02-16,19:11:00,32,Female,51,Beauty,4,25,11.5
93,2022-01-25,20:52:00,148,Female,35,Beauty,4,500,140
302,2023-02-09,17:51:00,26,Male,57,Beauty,2,300,135
551,2023-03-21,22:45:00,99,Male,45,Electronics,3,300,141
681,2023-08-04,22:12:00,24,Female,43,Electronics,2,30,8.4
722,2023-02-24,18:35:00,25,Male,20,Beauty,3,300,162
728,2022-06-02,19:35:00,78,Male,51,Electronics,3,50,18
829,2022-03-24,21:31:00,52,Male,61,Beauty,3,30,9.6
955,2022-01-16,17:57:00,16,Male,58,Clothing,1,25,12.5
1043,2023-11-30,18:10:00,20,Female,48,Clothing,1,300,87
1071,2023-09-21,17:38:00,155,Female,51,Beauty,4,25,6.75
1093,2023-11-06,17:26:00,87,Female,35,Beauty,4,500,270
1302,2022-12-21,17:55:00,20,Male,57,Beauty,2,300,102
1551,2023-11-12,22:36:00,84,Male,45,Electronics,3,300,81
1681,2022-11-09,19:32:00,53,Female,43,Electronics,2,30,11.1
1722,2022-01-30,20:38:00,22,Male,20,Beauty,3,300,159
1728,2023-05-23,22:30:00,77,Male,51,Electronics,3,50,25
1829,2022-05-30,22:37:00,58,Male,61,Beauty,3,30,12
1955,2022-09-15,21:11:00,134,Male,58,Clothing,1,25,6.5
144,2022-03-26,22:18:00,119,Female,59,Beauty,3,500,255
474,2022-05-08,17:57:00,145,Female,26,Clothing,3,500,210
1144,2022-12-30,21:27:00,148,Female,59,Beauty,3,500,125
1474,2022-05-15,20:49:00,84,Female,26,Clothing,3,500,255
603,2022-04-18,20:17:00,95,Female,40,Clothing,3,30,14.1
661,2022-08-05,22:09:00,10,Female,44,Clothing,4,25,7
1603,2023-12-04,20:50:00,132,Female,40,Clothing,3,30,13.2
1661,2023-07-07,19:18:00,20,Female,44,Clothing,4,25,6.25
143,2023-02-11,22:20:00,118,Female,45,Clothing,1,50,27.5
515,2022-02-13,20:47:00,71,Female,49,Clothing,3,300,75
1143,2023-05-01,21:10:00,23,Female,45,Clothing,1,50,15
1515,2023-02-04,21:49:00,107,Female,49,Clothing,3,300,135
304,2023-03-23,18:35:00,59,Female,37,Electronics,2,30,15.6
676,2023-07-10,22:13:00,80,Male,63,Electronics,3,500,205
686,2022-01-06,17:14:00,68,Female,28,Electronics,4,50,23.5
698,2022-03-17,20:56:00,116,Female,64,Electronics,1,300,123
1304,2022-09-26,22:19:00,4,Female,37,Electronics,2,30,9.3
1676,2023-09-21,20:22:00,91,Male,63,Electronics,3,500,210
1686,2023-12-10,20:41:00,151,Female,28,Electronics,4,50,26
1698,2022-04-07,21:50:00,146,Female,64,Electronics,1,300,105
709,2022-09-22,22:32:00,61,Female,19,Electronics,2,500,140
1709,2023-09-13,20:22:00,97,Female,19,Electronics,2,500,185
114,2022-04-17,20:57:00,92,Female,22,Beauty,4,25,9.25
359,2022-12-15,21:49:00,122,Male,50,Clothing,1,50,22.5
1114,2022-08-18,22:19:00,100,Female,22,Beauty,4,25,12
1359,2022-05-17,22:21:00,55,Male,50,Clothing,1,50,19
773,2023-01-14,19:10:00,3,Male,25,Electronics,4,500,175
1773,2023-12-12,18:50:00,80,Male,25,Electronics,4,500,165
127,2023-05-20,19:37:00,40,Female,33,Clothing,2,25,7.5
213,2023-08-13,20:48:00,113,Male,27,Beauty,3,500,275
487,2023-04-09,21:03:00,36,Male,44,Clothing,4,500,235
495,2022-06-24,21:06:00,131,Male,24,Beauty,2,30,11.7
605,2023-10-19,22:24:00,76,Male,37,Electronics,2,500,180
1127,2022-03-15,19:26:00,87,Female,33,Clothing,2,25,13
1213,2023-06-21,17:23:00,41,Male,27,Beauty,3,500,185
1487,2023-02-01,19:01:00,131,Male,44,Clothing,4,500,140
1495,2023-03-14,22:37:00,113,Male,24,Beauty,2,30,16.2
1605,2022-01-24,19:39:00,2,Male,37,Electronics,2,500,165
105,2023-06-18,18:05:00,82,Female,22,Electronics,1,500,230
299,2023-01-25,20:03:00,76,Male,61,Electronics,2,500,230
934,2022-11-22,18:20:00,111,Male,30,Beauty,1,500,240
1105,2022-11-12,19:09:00,19,Female,22,Electronics,1,500,270
1299,2022-05-08,18:58:00,11,Male,61,Electronics,2,500,250
1934,2022-09-08,17:06:00,69,Male,30,Beauty,1,500,150
270,2022-12-17,17:46:00,84,Male,43,Electronics,1,300,117
338,2022-02-05,21:26:00,44,Male,54,Beauty,2,50,20
543,2022-04-16,20:30:00,121,Male,49,Beauty,2,300,75
1270,2022-08-25,22:54:00,84,Male,43,Electronics,1,300,108
1338,2022-01-25,19:55:00,31,Male,54,Beauty,2,50,19
1543,2022-10-03,22:40:00,73,Male,49,Beauty,2,300,123
557,2023-09-27,20:01:00,155,Female,20,Beauty,3,30,12.9
702,2023-03-03,17:18:00,66,Female,60,Clothing,2,300,78
864,2023-07-31,22:16:00,139,Female,51,Electronics,1,500,215
1557,2022-08-04,17:01:00,14,Female,20,Beauty,3,30,10.2
1702,2023-07-31,21:54:00,102,Female,60,Clothing,2,300,87
1864,2023-04-30,21:00:00,112,Female,51,Electronics,1,500,190
254,2022-12-14,22:45:00,104,Male,41,Electronics,1,500,165
295,2022-02-01,20:23:00,80,Female,27,Beauty,3,300,105
457,2022-11-28,22:49:00,38,Female,58,Beauty,3,300,147
668,2022-06-17,20:33:00,135,Female,62,Electronics,3,50,24.5
850,2023-09-14,19:01:00,58,Female,26,Beauty,2,500,235
1254,2023-04-12,18:24:00,86,Male,41,Electronics,1,500,180
1295,2023-11-04,19:28:00,86,Female,27,Beauty,3,300,81
1457,2023-03-25,21:31:00,140,Female,58,Beauty,3,300,108
1668,2023-03-13,21:40:00,132,Female,62,Electronics,3,50,14
1850,2022-02-16,20:44:00,154,Female,26,Beauty,2,500,240
541,2022-12-25,18:37:00,39,Male,56,Beauty,1,500,215
980,2022-10-14,19:51:00,147,Female,31,Electronics,3,25,12.5
1541,2023-10-02,22:17:00,57,Male,56,Beauty,1,500,195
1980,2023-08-23,20:30:00,112,Female,31,Electronics,3,25,6.5
262,2023-09-15,20:33:00,30,Female,32,Beauty,4,30,12.6
467,2022-01-24,22:39:00,151,Female,53,Electronics,3,50,14.5
1262,2022-08-13,20:33:00,127,Female,32,Beauty,4,30,8.4
1467,2023-08-13,19:31:00,89,Female,53,Electronics,3,50,14
463,2023-01-29,20:22:00,55,Female,54,Beauty,3,500,175
1463,2022-07-29,19:45:00,98,Female,54,Beauty,3,500,170
598,2022-06-23,17:02:00,7,Male,37,Beauty,4,30,11.1
667,2022-12-01,18:46:00,22,Female,29,Electronics,1,500,190
672,2022-02-17,19:44:00,1,Female,34,Beauty,2,50,27.5
1598,2023-01-15,19:17:00,126,Male,37,Beauty,4,30,9.9
1667,2022-07-04,19:09:00,40,Female,29,Electronics,1,500,125
1672,2023-03-28,22:34:00,87,Female,34,Beauty,2,50,15.5
949,2023-06-20,20:28:00,21,Female,41,Electronics,2,25,9
1949,2022-11-11,20:24:00,105,Female,41,Electronics,2,25,12.5
27,2023-12-14,19:44:00,39,Female,38,Beauty,2,25,8.25
347,2022-03-26,19:31:00,26,Male,42,Electronics,1,25,7
687,2022-06-27,17:14:00,86,Female,53,Electronics,1,300,150
1027,2022-04-30,21:00:00,131,Female,38,Beauty,2,25,7.5
1347,2023-11-21,21:55:00,7,Male,42,Electronics,1,25,13
1687,2023-02-17,22:27:00,102,Female,53,Electronics,1,300,81
549,2022-11-03,19:39:00,114,Female,50,Beauty,2,50,12.5
675,2023-07-19,18:10:00,26,Female,45,Clothing,2,30,15.9
730,2022-02-20,19:38:00,131,Female,36,Clothing,2,25,13.25
798,2023-01-20,21:19:00,73,Male,61,Clothing,1,50,15
1549,2023-11-15,19:25:00,109,Female,50,Beauty,2,50,14.5
1675,2022-05-17,19:55:00,152,Female,45,Clothing,2,30,16.2
1730,2023-08-14,19:17:00,116,Female,36,Clothing,2,25,10.75
1798,2023-07-18,20:26:00,96,Male,61,Clothing,1,50,20
13,2023-02-08,17:43:00,106,Male,22,Electronics,3,500,245
35,2022-10-29,17:30:00,122,Female,58,Beauty,3,300,126
140,2022-07-07,20:20:00,61,Male,38,Electronics,1,30,14.4
206,2022-09-02,18:18:00,31,Male,61,Clothing,1,25,11.75
261,2022-02-06,17:48:00,16,Male,21,Clothing,2,25,8.25
279,2023-08-10,17:29:00,38,Male,50,Clothing,1,500,210
308,2022-03-31,19:12:00,130,Female,34,Beauty,4,300,126
418,2022-04-01,18:05:00,95,Female,60,Electronics,2,500,155
1013,2022-07-16,19:38:00,111,Male,22,Electronics,3,500,200
1035,2023-04-26,21:56:00,52,Female,58,Beauty,3,300,105
1140,2022-05-22,19:26:00,154,Male,38,Electronics,1,30,15.9
1206,2023-05-14,19:45:00,68,Male,61,Clothing,1,25,8.5
1261,2022-09-27,21:19:00,116,Male,21,Clothing,2,25,6.25
1279,2022-04-21,22:55:00,116,Male,50,Clothing,1,500,170
1308,2023-06-19,22:39:00,91,Female,34,Beauty,4,300,150
1418,2022-09-17,18:19:00,68,Female,60,Electronics,2,500,215
612,2022-02-23,19:06:00,77,Female,61,Electronics,1,500,235
875,2023-11-30,21:47:00,134,Female,51,Electronics,4,500,135
1612,2022-12-18,21:14:00,140,Female,61,Electronics,1,500,230
1875,2022-06-03,22:42:00,141,Female,51,Electronics,4,500,165
430,2023-05-23,18:36:00,100,Female,43,Electronics,3,300,153
633,2023-07-06,22:20:00,35,Male,39,Beauty,4,30,12.3
1430,2023-10-31,18:25:00,22,Female,43,Electronics,3,300,132
1633,2022-12-31,18:18:00,152,Male,39,Beauty,4,30,11.4
125,2022-09-28,18:48:00,137,Male,48,Clothing,2,50,19
716,2023-08-13,19:51:00,137,Female,60,Clothing,4,300,108
790,2023-04-13,20:47:00,29,Male,62,Clothing,1,25,9.25
960,2023-03-29,19:01:00,134,Male,59,Clothing,2,30,14.4
1125,2023-11-12,17:51:00,79,Male,48,Clothing,2,50,21.5
1716,2022-02-12,19:16:00,39,Female,60,Clothing,4,300,87
1790,2023-05-14,20:52:00,147,Male,62,Clothing,1,25,7.5
1960,2022-06-29,22:04:00,67,Male,59,Clothing,2,30,13.2
259,2023-03-11,20:26:00,93,Female,45,Clothing,4,50,22.5
443,2023-09-19,20:25:00,98,Male,29,Clothing,2,300,114
529,2022-11-29,17:43:00,46,Female,35,Clothing,3,50,20.5
563,2022-12-21,18:40:00,150,Male,20,Clothing,2,30,16.2
1259,2022-11-03,17:31:00,105,Female,45,Clothing,4,50,21
1443,2022-06-18,19:37:00,81,Male,29,Clothing,2,300,147
1529,2022-09-17,22:38:00,105,Female,35,Clothing,3,50,17
1563,2022-10-13,17:44:00,22,Male,20,Clothing,2,30,15.3
801,2022-12-01,17:14:00,153,Male,21,Clothing,4,50,19
1801,2022-07-10,22:01:00,148,Male,21,Clothing,4,50,13.5
160,2022-07-20,17:08:00,127,Female,43,Clothing,2,50,26.5
508,2023-07-05,22:52:00,32,Male,58,Beauty,2,300,123
807,2023-01-26,19:49:00,91,Female,50,Electronics,4,50,15.5
1160,2023-08-20,19:20:00,105,Female,43,Clothing,2,50,14
